term,canonical_name,geo_type,map_level,country,admin1_name,latitude,longitude,source
Abu Dhabi,Abu Dhabi,place,point,United Arab Emirates,Abu Dhabi,24.466684,54.366593,natural_earth_populated_places
Dubai,Dubai,place,point,United Arab Emirates,Dubay,25.231942,55.278029,natural_earth_populated_places
Belfast,Belfast,place,point,United Kingdom,Belfast,54.600012,-5.960034,natural_earth_populated_places
Cardiff,Cardiff,place,point,United Kingdom,Cardiff,51.499995,-3.225008,natural_earth_populated_places
Edinburgh,Edinburgh,place,point,United Kingdom,Edinburgh,55.948328,-3.219091,natural_earth_populated_places
Glasgow,Glasgow,place,point,United Kingdom,Glasgow,55.876351,-4.252653,natural_earth_populated_places
Manchester,Manchester,place,point,United Kingdom,Manchester,53.502361,-2.249933,natural_earth_populated_places
Birmingham,Birmingham,place,point,United Kingdom,West Midlands,52.47692,-1.921943,natural_earth_populated_places
London,London,place,point,United Kingdom,Westminster,51.501941,-0.118668,natural_earth_populated_places
Montgomery,Montgomery,place,point,United States of America,Alabama,32.361602,-86.279189,natural_earth_populated_places
Anchorage,Anchorage,place,point,United States of America,Alaska,61.21997,-149.900215,natural_earth_populated_places
Bethel,Bethel,place,point,United States of America,Alaska,60.793303,-161.755796,natural_earth_populated_places
Cold Bay,Cold Bay,place,point,United States of America,Alaska,55.200001,-162.715092,natural_earth_populated_places
Fairbanks,Fairbanks,place,point,United States of America,Alaska,64.836984,-147.710659,natural_earth_populated_places
Juneau,Juneau,place,point,United States of America,Alaska,58.314127,-134.419997,natural_earth_populated_places
Kodiak,Kodiak,place,point,United States of America,Alaska,57.789998,-152.406987,natural_earth_populated_places
Nome,Nome,place,point,United States of America,Alaska,64.5061,-165.406374,natural_earth_populated_places
Point Hope,Point Hope,place,point,United States of America,Alaska,68.347726,-166.80802,natural_earth_populated_places
Prudhoe Bay,Prudhoe Bay,place,point,United States of America,Alaska,70.292181,-148.66936,natural_earth_populated_places
Sitka,Sitka,place,point,United States of America,Alaska,57.060398,-135.327549,natural_earth_populated_places
Utqiaġvik,Utqiaġvik,place,point,United States of America,Alaska,71.29057,-156.78858,natural_earth_populated_places
Valdez,Valdez,place,point,United States of America,Alaska,61.135996,-146.348287,natural_earth_populated_places
Flagstaff,Flagstaff,place,point,United States of America,Arizona,35.198096,-111.650508,natural_earth_populated_places
Phoenix,Phoenix,place,point,United States of America,Arizona,33.541926,-112.071938,natural_earth_populated_places
Tucson,Tucson,place,point,United States of America,Arizona,32.206943,-110.891932,natural_earth_populated_places
Eureka,Eureka,place,point,United States of America,California,40.802224,-124.147497,natural_earth_populated_places
Fresno,Fresno,place,point,United States of America,California,36.747717,-119.772984,natural_earth_populated_places
Los Angeles,Los Angeles,place,point,United States of America,California,33.991924,-118.181926,natural_earth_populated_places
Sacramento,Sacramento,place,point,United States of America,California,38.576967,-121.471984,natural_earth_populated_places
San Bernardino,San Bernardino,place,point,United States of America,California,34.12233,-117.30198,natural_earth_populated_places
San Diego,San Diego,place,point,United States of America,California,32.82197,-117.181936,natural_earth_populated_places
San Francisco,San Francisco,place,point,United States of America,California,37.769196,-122.417169,natural_earth_populated_places
San Jose,San Jose,place,point,United States of America,California,37.301929,-121.851935,natural_earth_populated_places
Santa Barbara,Santa Barbara,place,point,United States of America,California,34.43499,-119.71999,natural_earth_populated_places
Colorado Springs,Colorado Springs,place,point,United States of America,Colorado,38.862963,-104.791986,natural_earth_populated_places
Denver,Denver,place,point,United States of America,Colorado,39.741134,-104.985962,natural_earth_populated_places
Bridgeport,Bridgeport,place,point,United States of America,Connecticut,41.181925,-73.201907,natural_earth_populated_places
"Washington,  D.C.","Washington,  D.C.",place,point,United States of America,District of Columbia,38.901495,-77.011364,natural_earth_populated_places
"Washington, D.C.","Washington,  D.C.",place,point,United States of America,District of Columbia,38.901495,-77.011364,natural_earth_populated_places
Jacksonville,Jacksonville,place,point,United States of America,Florida,30.331967,-81.671933,natural_earth_populated_places
Miami,Miami,place,point,United States of America,Florida,25.789557,-80.226052,natural_earth_populated_places
Orlando,Orlando,place,point,United States of America,Florida,28.511923,-81.381976,natural_earth_populated_places
Tallahassee,Tallahassee,place,point,United States of America,Florida,30.449988,-84.280034,natural_earth_populated_places
Tampa,Tampa,place,point,United States of America,Florida,27.948934,-82.460567,natural_earth_populated_places
Atlanta,Atlanta,place,point,United States of America,Georgia,33.83196,-84.401895,natural_earth_populated_places
Savannah,Savannah,place,point,United States of America,Georgia,32.021106,-81.109995,natural_earth_populated_places
Hilo,Hilo,place,point,United States of America,Hawaii,19.699998,-155.090027,natural_earth_populated_places
Honolulu,Honolulu,place,point,United States of America,Hawaii,21.308822,-157.859944,natural_earth_populated_places
Boise,Boise,place,point,United States of America,Idaho,43.60859,-116.22749,natural_earth_populated_places
Chicago,Chicago,place,point,United States of America,Illinois,41.831937,-87.752001,natural_earth_populated_places
Indianapolis,Indianapolis,place,point,United States of America,Indiana,39.751934,-86.171994,natural_earth_populated_places
Des Moines,Des Moines,place,point,United States of America,Iowa,41.57998,-93.619981,natural_earth_populated_places
Topeka,Topeka,place,point,United States of America,Kansas,39.050005,-95.669985,natural_earth_populated_places
Baton Rouge,Baton Rouge,place,point,United States of America,Louisiana,30.457946,-91.140158,natural_earth_populated_places
New Orleans,New Orleans,place,point,United States of America,Louisiana,29.996948,-90.041913,natural_earth_populated_places
Shreveport,Shreveport,place,point,United States of America,Louisiana,32.500018,-93.770023,natural_earth_populated_places
Augusta,Augusta,place,point,United States of America,Maine,44.310563,-69.779989,natural_earth_populated_places
Baltimore,Baltimore,place,point,United States of America,Maryland,39.301936,-76.621931,natural_earth_populated_places
Boston,Boston,place,point,United States of America,Massachusetts,42.331906,-71.07196,natural_earth_populated_places
Detroit,Detroit,place,point,United States of America,Michigan,42.331906,-83.082002,natural_earth_populated_places
Sault Ste. Marie,Sault Ste. Marie,place,point,United States of America,Michigan,46.495262,-84.345276,natural_earth_populated_places
International Falls,International Falls,place,point,United States of America,Minnesota,48.601128,-93.410846,natural_earth_populated_places
Minneapolis,Minneapolis,place,point,United States of America,Minnesota,44.981925,-93.253732,natural_earth_populated_places
St.  Paul,St.  Paul,place,point,United States of America,Minnesota,44.943987,-93.084975,natural_earth_populated_places
St. Paul,St.  Paul,place,point,United States of America,Minnesota,44.943987,-93.084975,natural_earth_populated_places
Jackson,Jackson,place,point,United States of America,Mississippi,32.298815,-90.184997,natural_earth_populated_places
Kansas City,Kansas City,place,point,United States of America,Missouri,39.109034,-94.60604,natural_earth_populated_places
St. Louis,St. Louis,place,point,United States of America,Missouri,38.636964,-90.241926,natural_earth_populated_places
Billings,Billings,place,point,United States of America,Montana,45.788302,-108.54,natural_earth_populated_places
Great Falls,Great Falls,place,point,United States of America,Montana,47.500291,-111.299987,natural_earth_populated_places
Helena,Helena,place,point,United States of America,Montana,46.592749,-112.035291,natural_earth_populated_places
Missoula,Missoula,place,point,United States of America,Montana,46.872241,-113.993053,natural_earth_populated_places
Omaha,Omaha,place,point,United States of America,Nebraska,41.240001,-96.00999,natural_earth_populated_places
Elko,Elko,place,point,United States of America,Nevada,40.832506,-115.761989,natural_earth_populated_places
Las Vegas,Las Vegas,place,point,United States of America,Nevada,36.211944,-115.221952,natural_earth_populated_places
Reno,Reno,place,point,United States of America,Nevada,39.529976,-119.82001,natural_earth_populated_places
Albuquerque,Albuquerque,place,point,United States of America,New Mexico,35.104975,-106.641331,natural_earth_populated_places
Santa Fe,Santa Fe,place,point,United States of America,New Mexico,35.686929,-105.937239,natural_earth_populated_places
Buffalo,Buffalo,place,point,United States of America,New York,42.881924,-78.881948,natural_earth_populated_places
New York,New York,place,point,United States of America,New York,40.751925,-73.981963,natural_earth_populated_places
Rochester,Rochester,place,point,United States of America,New York,43.172372,-77.621896,natural_earth_populated_places
Syracuse,Syracuse,place,point,United States of America,New York,43.049994,-76.150014,natural_earth_populated_places
Raleigh,Raleigh,place,point,United States of America,North Carolina,35.818781,-78.644693,natural_earth_populated_places
Wilmington,Wilmington,place,point,United States of America,North Carolina,34.225519,-77.94502,natural_earth_populated_places
Bismarck,Bismarck,place,point,United States of America,North Dakota,46.808317,-100.783316,natural_earth_populated_places
Fargo,Fargo,place,point,United States of America,North Dakota,46.877228,-96.789426,natural_earth_populated_places
Minot,Minot,place,point,United States of America,North Dakota,48.232494,-101.295817,natural_earth_populated_places
Cincinnati,Cincinnati,place,point,United States of America,Ohio,39.163831,-84.458869,natural_earth_populated_places
Cleveland,Cleveland,place,point,United States of America,Ohio,41.471933,-81.696944,natural_earth_populated_places
Oklahoma City,Oklahoma City,place,point,United States of America,Oklahoma,35.471989,-97.520629,natural_earth_populated_places
Tulsa,Tulsa,place,point,United States of America,Oklahoma,36.120003,-95.930021,natural_earth_populated_places
Portland,Portland,place,point,United States of America,Oregon,45.52197,-122.681936,natural_earth_populated_places
Salem,Salem,place,point,United States of America,Oregon,44.92807,-123.023897,natural_earth_populated_places
Philadelphia,Philadelphia,place,point,United States of America,Pennsylvania,40.001919,-75.171942,natural_earth_populated_places
Pittsburgh,Pittsburgh,place,point,United States of America,Pennsylvania,40.431945,-80.001931,natural_earth_populated_places
Columbia,Columbia,place,point,United States of America,South Carolina,34.039975,-80.899982,natural_earth_populated_places
Pierre,Pierre,place,point,United States of America,South Dakota,44.368337,-100.350552,natural_earth_populated_places
Sioux Falls,Sioux Falls,place,point,United States of America,South Dakota,43.549989,-96.729998,natural_earth_populated_places
Knoxville,Knoxville,place,point,United States of America,Tennessee,35.970012,-83.92003,natural_earth_populated_places
Memphis,Memphis,place,point,United States of America,Tennessee,35.121933,-90.001941,natural_earth_populated_places
Nashville,Nashville,place,point,United States of America,Tennessee,36.17192,-86.781931,natural_earth_populated_places
Amarillo,Amarillo,place,point,United States of America,Texas,35.22998,-101.829997,natural_earth_populated_places
Austin,Austin,place,point,United States of America,Texas,30.268896,-97.744724,natural_earth_populated_places
Corpus Christi,Corpus Christi,place,point,United States of America,Texas,27.742814,-97.401895,natural_earth_populated_places
Dallas,Dallas,place,point,United States of America,Texas,32.82197,-96.841963,natural_earth_populated_places
El Paso,El Paso,place,point,United States of America,Texas,31.78193,-106.511941,natural_earth_populated_places
Ft.  Worth,Ft.  Worth,place,point,United States of America,Texas,32.739977,-97.340038,natural_earth_populated_places
Ft. Worth,Ft.  Worth,place,point,United States of America,Texas,32.739977,-97.340038,natural_earth_populated_places
Houston,Houston,place,point,United States of America,Texas,29.82192,-95.341925,natural_earth_populated_places
Laredo,Laredo,place,point,United States of America,Texas,27.506136,-99.507219,natural_earth_populated_places
San Antonio,San Antonio,place,point,United States of America,Texas,29.489279,-98.509251,natural_earth_populated_places
Salt Lake City,Salt Lake City,place,point,United States of America,Utah,40.776962,-111.931998,natural_earth_populated_places
Burlington,Burlington,place,point,United States of America,Vermont,44.475798,-73.212467,natural_earth_populated_places
Norfolk,Norfolk,place,point,United States of America,Virginia,36.849959,-76.280006,natural_earth_populated_places
Richmond,Richmond,place,point,United States of America,Virginia,37.551965,-77.451932,natural_earth_populated_places
Olympia,Olympia,place,point,United States of America,Washington,47.038045,-122.899434,natural_earth_populated_places
Seattle,Seattle,place,point,United States of America,Washington,47.571948,-122.341931,natural_earth_populated_places
Spokane,Spokane,place,point,United States of America,Washington,47.669996,-117.419949,natural_earth_populated_places
Vancouver,Vancouver,place,point,United States of America,Washington,45.630301,-122.639993,natural_earth_populated_places
Charleston,Charleston,place,point,United States of America,West Virginia,38.349738,-81.632728,natural_earth_populated_places
Milwaukee,Milwaukee,place,point,United States of America,Wisconsin,43.054601,-87.921913,natural_earth_populated_places
Casper,Casper,place,point,United States of America,Wyoming,42.86662,-106.312488,natural_earth_populated_places
Cheyenne,Cheyenne,place,point,United States of America,Wyoming,41.140007,-104.819711,natural_earth_populated_places
Durazno,Durazno,place,point,Uruguay,Durazno,-33.410016,-56.51005,natural_earth_populated_places
Montevideo,Montevideo,place,point,Uruguay,Montevideo,-34.856096,-56.172998,natural_earth_populated_places
Andijan,Andijan,place,point,Uzbekistan,Andijon,40.790003,72.339967,natural_earth_populated_places
Andijon,Andijan,place,point,Uzbekistan,Andijon,40.790003,72.339967,natural_earth_populated_places
Bukhara,Bukhara,place,point,Uzbekistan,Bukhoro,39.780012,64.43001,natural_earth_populated_places
Nukus,Nukus,place,point,Uzbekistan,Karakalpakstan,42.470003,59.615007,natural_earth_populated_places
Samarkand,Samarkand,place,point,Uzbekistan,Samarkand,39.670019,66.944999,natural_earth_populated_places
Samarqand,Samarkand,place,point,Uzbekistan,Samarkand,39.670019,66.944999,natural_earth_populated_places
Tashkent,Tashkent,place,point,Uzbekistan,Tashkent,41.313648,69.292987,natural_earth_populated_places
Port Vila,Port Vila,place,point,Vanuatu,Shefa,-17.73335,168.316641,natural_earth_populated_places
Vatican City,Vatican City,place,point,Vatican,Lazio,41.903282,12.453387,natural_earth_populated_places
Puerto Ayacucho,Puerto Ayacucho,place,point,Venezuela,Amazonas,5.663904,-67.623609,natural_earth_populated_places
Ciudad Guayana,Ciudad Guayana,place,point,Venezuela,Bolívar,8.370018,-62.619987,natural_earth_populated_places
Valencia,Valencia,place,point,Venezuela,Carabobo,10.231927,-67.981967,natural_earth_populated_places
Caracas,Caracas,place,point,Venezuela,Distrito Capital,10.502944,-66.918983,natural_earth_populated_places
Merida,Mérida,place,point,Venezuela,Mérida,8.39999,-71.13001,natural_earth_populated_places
Mérida,Mérida,place,point,Venezuela,Mérida,8.39999,-71.13001,natural_earth_populated_places
San Cristobal,San Cristóbal,place,point,Venezuela,Táchira,7.770003,-72.249968,natural_earth_populated_places
San Cristóbal,San Cristóbal,place,point,Venezuela,Táchira,7.770003,-72.249968,natural_earth_populated_places
Maracaibo,Maracaibo,place,point,Venezuela,Zulia,10.731923,-71.661924,natural_earth_populated_places
Ho Chi Minh City,Ho Chi Minh City,place,point,Vietnam,H? Chí Minh city,10.781971,106.693081,natural_earth_populated_places
Haiphong,Haiphong,place,point,Vietnam,Qu?ng Ninh,20.831952,106.678147,natural_earth_populated_places
Hanoi,Hanoi,place,point,Vietnam,Thái Nguyên,21.035273,105.848068,natural_earth_populated_places
Da Nang,Da Nang,place,point,Vietnam,Ðà N?ng,16.060039,108.249971,natural_earth_populated_places
Bir Lehlou,Bir Lehlou,place,point,Western Sahara,,26.119167,-9.652522,natural_earth_populated_places
Sanaa,Sanaa,place,point,Yemen,Amanat Al Asimah,15.356679,44.204648,natural_earth_populated_places
Taizz,Taizz,place,point,Yemen,Ta`izz,13.606398,44.037474,natural_earth_populated_places
Aden,Aden,place,point,Yemen,`Adan,12.779723,45.00949,natural_earth_populated_places
Kabwe,Kabwe,place,point,Zambia,Central,-14.440011,28.449984,natural_earth_populated_places
Kitwe,Kitwe,place,point,Zambia,Copperbelt,-12.810033,28.220024,natural_earth_populated_places
Mufulira,Mufulira,place,point,Zambia,Copperbelt,-12.549998,28.25997,natural_earth_populated_places
Chipata,Chipata,place,point,Zambia,Eastern,-13.62957,32.640013,natural_earth_populated_places
Lusaka,Lusaka,place,point,Zambia,Lusaka,-15.414698,28.281382,natural_earth_populated_places
Livingstone,Livingstone,place,point,Zambia,Southern,-17.860009,25.860013,natural_earth_populated_places
Bulawayo,Bulawayo,place,point,Zimbabwe,Bulawayo,-20.169998,28.580002,natural_earth_populated_places
Chitungwiza,Chitungwiza,place,point,Zimbabwe,Harare,-18.000001,31.100003,natural_earth_populated_places
Harare,Harare,place,point,Zimbabwe,Harare,-17.815844,31.042764,natural_earth_populated_places
Mbabane,Mbabane,place,point,eSwatini,Hhohho,-26.316651,31.133335,natural_earth_populated_places
Lobamba,Lobamba,place,point,eSwatini,Manzini,-26.466668,31.199997,natural_earth_populated_places
