term,canonical_name,geo_type,map_level,country,admin1_name,latitude,longitude,source
Montreal,Montréal,place,point,Canada,Québec,45.501945,-73.585243,natural_earth_populated_places
Montréal,Montréal,place,point,Canada,Québec,45.501945,-73.585243,natural_earth_populated_places
Quebec,Québec,place,point,Canada,Québec,46.839969,-71.24561,natural_earth_populated_places
Québec,Québec,place,point,Canada,Québec,46.839969,-71.24561,natural_earth_populated_places
Regina,Regina,place,point,Canada,Saskatchewan,50.450033,-104.61701,natural_earth_populated_places
Saskatoon,Saskatoon,place,point,Canada,Saskatchewan,52.170031,-106.669985,natural_earth_populated_places
Dawson City,Dawson City,place,point,Canada,Yukon,64.066644,-139.416669,natural_earth_populated_places
Whitehorse,Whitehorse,place,point,Canada,Yukon,60.716719,-135.049984,natural_earth_populated_places
Praia,Praia,place,point,Cape Verde,,14.916698,-23.516689,natural_earth_populated_places
George Town,George Town,place,point,Cayman Islands,,19.280437,-81.329982,natural_earth_populated_places
N'Délé,N'Délé,place,point,Central African Republic,Bamingui-Bangoran,8.409137,20.653044,natural_earth_populated_places
Ndele,N'Délé,place,point,Central African Republic,Bamingui-Bangoran,8.409137,20.653044,natural_earth_populated_places
Bangui,Bangui,place,point,Central African Republic,Bangui,4.366644,18.558288,natural_earth_populated_places
Obo,Obo,place,point,Central African Republic,Haut-Mbomou,5.399992,26.500026,natural_earth_populated_places
Bambari,Bambari,place,point,Central African Republic,Ouaka,5.76196,20.667203,natural_earth_populated_places
N'Djamena,N'Djamena,place,point,Chad,Hadjer-Lamis,12.115042,15.047203,natural_earth_populated_places
Ndjamena,N'Djamena,place,point,Chad,Hadjer-Lamis,12.115042,15.047203,natural_earth_populated_places
Moundou,Moundou,place,point,Chad,Logone Oriental,8.549981,16.090015,natural_earth_populated_places
Abeche,Abéché,place,point,Chad,Ouaddaï,13.839994,20.829984,natural_earth_populated_places
Abéché,Abéché,place,point,Chad,Ouaddaï,13.839994,20.829984,natural_earth_populated_places
Coihaique,Coihaique,place,point,Chile,Aisén del General Carlos Ibáñez del Campo,-45.569998,-72.070004,natural_earth_populated_places
Antofagasta,Antofagasta,place,point,Chile,Antofagasta,-23.649992,-70.400003,natural_earth_populated_places
Arica,Arica,place,point,Chile,Arica y Parinacota,-18.500022,-70.289984,natural_earth_populated_places
Copiapo,Copiapó,place,point,Chile,Atacama,-27.359998,-70.339981,natural_earth_populated_places
Copiapó,Copiapó,place,point,Chile,Atacama,-27.359998,-70.339981,natural_earth_populated_places
Concepcion,Concepción,place,point,Chile,Bío-Bío,-36.830014,-73.050022,natural_earth_populated_places
Concepción,Concepción,place,point,Chile,Bío-Bío,-36.830014,-73.050022,natural_earth_populated_places
Los Angeles,Los Angeles,place,point,Chile,Bío-Bío,-37.460002,-72.359987,natural_earth_populated_places
La Serena,La Serena,place,point,Chile,Coquimbo,-29.899998,-71.249977,natural_earth_populated_places
Puerto Montt,Puerto Montt,place,point,Chile,Los Lagos,-41.469989,-72.929978,natural_earth_populated_places
Valdivia,Valdivia,place,point,Chile,Los Ríos,-39.795001,-73.245023,natural_earth_populated_places
Punta Arenas,Punta Arenas,place,point,Chile,Magallanes y Antártica Chilena,-53.164986,-70.939996,natural_earth_populated_places
Santiago,Santiago,place,point,Chile,Región Metropolitana de Santiago,-33.448068,-70.668987,natural_earth_populated_places
Iquique,Iquique,place,point,Chile,Tarapacá,-20.249993,-70.129968,natural_earth_populated_places
Valparaiso,Valparaíso,place,point,Chile,Valparaíso,-33.045819,-71.62296,natural_earth_populated_places
Valparaíso,Valparaíso,place,point,Chile,Valparaíso,-33.045819,-71.62296,natural_earth_populated_places
Hefei,Hefei,place,point,China,Anhui,31.851977,117.278068,natural_earth_populated_places
Huainan,Huainan,place,point,China,Anhui,32.63193,116.978035,natural_earth_populated_places
Suzhou,Suzhou,place,point,China,Anhui,33.638057,116.976943,natural_earth_populated_places
Beijing,Beijing,place,point,China,Beijing,39.930838,116.38634,natural_earth_populated_places
Chongqing,Chongqing,place,point,China,Chongqing,29.566923,106.593036,natural_earth_populated_places
Fuzhou,Fuzhou,place,point,China,Fujian,26.081942,119.2981,natural_earth_populated_places
Quanzhou,Quanzhou,place,point,China,Fujian,24.901962,118.578041,natural_earth_populated_places
Xiamen,Xiamen,place,point,China,Fujian,24.451938,118.078071,natural_earth_populated_places
Dulan,Dulan,place,point,China,Gansu,36.16659,98.266601,natural_earth_populated_places
Dunhuang,Dunhuang,place,point,China,Gansu,40.142678,94.662015,natural_earth_populated_places
Golmud,Golmud,place,point,China,Gansu,36.416626,94.883345,natural_earth_populated_places
Jiayuguan,Jiayuguan,place,point,China,Gansu,39.82001,98.299984,natural_earth_populated_places
Lanzhou,Lanzhou,place,point,China,Gansu,36.057974,103.790054,natural_earth_populated_places
Tianshui,Tianshui,place,point,China,Gansu,34.601964,105.918038,natural_earth_populated_places
Wuwei,Wuwei,place,point,China,Gansu,37.928007,102.641011,natural_earth_populated_places
Xining,Xining,place,point,China,Gansu,36.621945,101.768059,natural_earth_populated_places
Zhangye,Zhangye,place,point,China,Gansu,38.929987,100.450034,natural_earth_populated_places
Dongguan,Dongguan,place,point,China,Guangdong,23.050835,113.742776,natural_earth_populated_places
Guangzhou,Guangzhou,place,point,China,Guangdong,23.146927,113.323064,natural_earth_populated_places
Shantou,Shantou,place,point,China,Guangdong,23.371952,116.66808,natural_earth_populated_places
Shaoguan,Shaoguan,place,point,China,Guangdong,24.799971,113.579982,natural_earth_populated_places
Shenzhen,Shenzhen,place,point,China,Guangdong,22.554316,114.120177,natural_earth_populated_places
Zhanjiang,Zhanjiang,place,point,China,Guangdong,21.20193,110.378076,natural_earth_populated_places
Bose,Bose,place,point,China,Guangxi,23.899716,106.613327,natural_earth_populated_places
Guilin,Guilin,place,point,China,Guangxi,25.281939,110.278082,natural_earth_populated_places
Nanning,Nanning,place,point,China,Guangxi,22.821934,108.318099,natural_earth_populated_places
Wuzhou,Wuzhou,place,point,China,Guangxi,23.480026,111.320016,natural_earth_populated_places
Yulin,Yulin,place,point,China,Guangxi,22.63192,110.148064,natural_earth_populated_places
Guiyang,Guiyang,place,point,China,Guizhou,26.581989,106.718093,natural_earth_populated_places
Liupanshui,Liupanshui,place,point,China,Guizhou,26.596381,104.831386,natural_earth_populated_places
Handan,Handan,place,point,China,Hebei,36.581921,114.478033,natural_earth_populated_places
Shijiazhuang,Shijiazhuang,place,point,China,Hebei,38.051961,114.478033,natural_earth_populated_places
Bei'an,Bei'an,place,point,China,Heilongjiang,48.239005,126.482037,natural_earth_populated_places
Beian,Bei'an,place,point,China,Heilongjiang,48.239005,126.482037,natural_earth_populated_places
Daqing,Daqing,place,point,China,Heilongjiang,46.581905,124.998062,natural_earth_populated_places
Harbin,Harbin,place,point,China,Heilongjiang,45.75193,126.648039,natural_earth_populated_places
Jiamusi,Jiamusi,place,point,China,Heilongjiang,46.831967,130.348072,natural_earth_populated_places
Jixi,Jixi,place,point,China,Heilongjiang,45.301906,130.968085,natural_earth_populated_places
Qiqihar,Qiqihar,place,point,China,Heilongjiang,47.346923,123.988046,natural_earth_populated_places
Nanyang,Nanyang,place,point,China,Henan,33.002346,112.528074,natural_earth_populated_places
Zhengzhou,Zhengzhou,place,point,China,Henan,34.756942,113.663147,natural_earth_populated_places
Wuhan,Wuhan,place,point,China,Hubei,30.581977,114.268071,natural_earth_populated_places
Changsha,Changsha,place,point,China,Hunan,28.201916,112.968047,natural_earth_populated_places
Hengyang,Hengyang,place,point,China,Hunan,26.881971,112.58807,natural_earth_populated_places
Yueyang,Yueyang,place,point,China,Hunan,29.381999,113.098065,natural_earth_populated_places
Huaiyin,Huaiyin,place,point,China,Jiangsu,33.581949,119.028039,natural_earth_populated_places
Nanjing,Nanjing,place,point,China,Jiangsu,32.051965,118.778029,natural_earth_populated_places
Suzhou,Suzhou,place,point,China,Jiangsu,31.302424,120.618071,natural_earth_populated_places
Wuxi,Wuxi,place,point,China,Jiangsu,31.581942,120.298039,natural_earth_populated_places
Xuzhou,Xuzhou,place,point,China,Jiangsu,34.281958,117.178074,natural_earth_populated_places
Nanchang,Nanchang,place,point,China,Jiangxi,28.681938,115.87805,natural_earth_populated_places
Pingxiang,Pingxiang,place,point,China,Jiangxi,27.621951,113.848097,natural_earth_populated_places
Changchun,Changchun,place,point,China,Jilin,43.866954,125.338042,natural_earth_populated_places
Jilin,Jilin,place,point,China,Jilin,43.851917,126.548097,natural_earth_populated_places
Anshan,Anshan,place,point,China,Liaoning,41.116967,122.938085,natural_earth_populated_places
Dalian,Dalian,place,point,China,Liaoning,38.924784,121.627885,natural_earth_populated_places
Jinxi,Jinxi,place,point,China,Liaoning,40.752287,120.828033,natural_earth_populated_places
Shenyeng,Shenyeng,place,point,China,Liaoning,41.806925,123.448028,natural_earth_populated_places
Baotou,Baotou,place,point,China,Nei Mongol,40.654153,109.820074,natural_earth_populated_places
Chifeng,Chifeng,place,point,China,Nei Mongol,42.271961,118.948044,natural_earth_populated_places
Hailar,Hailar,place,point,China,Nei Mongol,49.19998,119.700022,natural_earth_populated_places
Hohhot,Hohhot,place,point,China,Nei Mongol,40.821921,111.65805,natural_earth_populated_places
Tongliao,Tongliao,place,point,China,Nei Mongol,43.621905,122.268048,natural_earth_populated_places
Ulan Hot,Ulan Hot,place,point,China,Nei Mongol,46.080016,122.080031,natural_earth_populated_places
Ulanhot,Ulan Hot,place,point,China,Nei Mongol,46.080016,122.080031,natural_earth_populated_places
Shizuishan,Shizuishan,place,point,China,Ningxia Hui,39.233276,106.769028,natural_earth_populated_places
Yinchuan,Yinchuan,place,point,China,Ningxia Hui,38.46992,106.271092,natural_earth_populated_places
Ankang,Ankang,place,point,China,Shaanxi,32.679981,109.020002,natural_earth_populated_places
Xian,Xian,place,point,China,Shaanxi,34.276971,108.89305,natural_earth_populated_places
Yulin,Yulin,place,point,China,Shaanxi,38.283308,109.733291,natural_earth_populated_places
Jinan,Jinan,place,point,China,Shandong,36.676928,116.993073,natural_earth_populated_places
Linyi,Linyi,place,point,China,Shandong,35.081935,118.32803,natural_earth_populated_places
Qingdao,Qingdao,place,point,China,Shandong,36.091925,120.328063,natural_earth_populated_places
Yantai,Yantai,place,point,China,Shandong,37.532354,121.398075,natural_earth_populated_places
Zaozhuang,Zaozhuang,place,point,China,Shandong,34.881947,117.568077,natural_earth_populated_places
Zibo,Zibo,place,point,China,Shandong,36.801934,118.048047,natural_earth_populated_places
Shanghai,Shanghai,place,point,China,Shanghai,31.218398,121.434559,natural_earth_populated_places
Houma,Houma,place,point,China,Shanxi,35.619982,111.209997,natural_earth_populated_places
Taiyuan,Taiyuan,place,point,China,Shanxi,37.876958,112.543112,natural_earth_populated_places
Chengdu,Chengdu,place,point,China,Sichuan,30.671946,104.068074,natural_earth_populated_places
Mianyang,Mianyang,place,point,China,Sichuan,31.471923,104.768031,natural_earth_populated_places
Nanchong,Nanchong,place,point,China,Sichuan,30.782378,106.128051,natural_earth_populated_places
Neijiang,Neijiang,place,point,China,Sichuan,29.582323,105.048066,natural_earth_populated_places
Xichang,Xichang,place,point,China,Sichuan,27.880015,102.299998,natural_earth_populated_places
Tianjin,Tianjin,place,point,China,Tianjin,39.131972,117.198073,natural_earth_populated_places
Altay,Altay,place,point,China,Xinjiang Uygur,47.866599,88.116626,natural_earth_populated_places
Hami,Hami,place,point,China,Xinjiang Uygur,42.826984,93.515005,natural_earth_populated_places
Hotan,Hotan,place,point,China,Xinjiang Uygur,37.099711,79.926945,natural_earth_populated_places
Kashgar,Kashgar,place,point,China,Xinjiang Uygur,39.476336,75.969926,natural_earth_populated_places
Shache,Shache,place,point,China,Xinjiang Uygur,38.426142,77.250003,natural_earth_populated_places
Urumqi,Ürümqi,place,point,China,Xinjiang Uygur,43.806958,87.57306,natural_earth_populated_places
Yining,Yining,place,point,China,Xinjiang Uygur,43.900019,81.350011,natural_earth_populated_places
Ürümqi,Ürümqi,place,point,China,Xinjiang Uygur,43.806958,87.57306,natural_earth_populated_places
Lhasa,Lhasa,place,point,China,Xizang,29.645024,91.10001,natural_earth_populated_places
Xigaze,Xigaze,place,point,China,Xizang,29.250009,88.88335,natural_earth_populated_places
Baoshan,Baoshan,place,point,China,Yunnan,25.119977,99.15001,natural_earth_populated_places
Gejiu,Gejiu,place,point,China,Yunnan,23.37998,103.150076,natural_earth_populated_places
Kunming,Kunming,place,point,China,Yunnan,25.071926,102.678029,natural_earth_populated_places
Hangzhou,Hangzhou,place,point,China,Zhejiang,30.25192,120.168073,natural_earth_populated_places
Ningbo,Ningbo,place,point,China,Zhejiang,29.881917,121.548092,natural_earth_populated_places
Wenzhou,Wenzhou,place,point,China,Zhejiang,28.021927,120.648147,natural_earth_populated_places
Leticia,Leticia,place,point,Colombia,Amazonas,-4.201207,-69.955261,natural_earth_populated_places
Medellin,Medellín,place,point,Colombia,Antioquia,6.276949,-75.576956,natural_earth_populated_places
Medellín,Medellín,place,point,Colombia,Antioquia,6.276949,-75.576956,natural_earth_populated_places
Barranquilla,Barranquilla,place,point,Colombia,Atlántico,10.961935,-74.801913,natural_earth_populated_places
Bogota,Bogota,place,point,Colombia,Bogota,4.598369,-74.08529,natural_earth_populated_places
Cartagena,Cartagena,place,point,Colombia,Bolívar,10.401684,-75.516339,natural_earth_populated_places
Manizales,Manizales,place,point,Colombia,Caldas,5.059987,-75.52,natural_earth_populated_places
Pasto,Pasto,place,point,Colombia,Nariño,1.213607,-77.281107,natural_earth_populated_places
Cali,Cali,place,point,Colombia,Valle del Cauca,3.401905,-76.501912,natural_earth_populated_places
Mitu,Mitú,place,point,Colombia,Vaupés,1.198311,-70.173608,natural_earth_populated_places
Mitú,Mitú,place,point,Colombia,Vaupés,1.198311,-70.173608,natural_earth_populated_places
Moroni,Moroni,place,point,Comoros,,-11.704158,43.240244,natural_earth_populated_places
Kayes,Kayes,place,point,Congo (Brazzaville),Bouenza,-4.180018,13.280006,natural_earth_populated_places
Pointe-Noire,Pointe-Noire,place,point,Congo (Brazzaville),Kouilou,-4.770007,11.880039,natural_earth_populated_places
Brazzaville,Brazzaville,place,point,Congo (Brazzaville),Pool,-4.25724,15.282744,natural_earth_populated_places
Bandundu,Bandundu,place,point,Congo (Kinshasa),Bandundu,-3.309993,17.379962,natural_earth_populated_places
Kikwit,Kikwit,place,point,Congo (Kinshasa),Bandundu,-5.030043,18.850002,natural_earth_populated_places
Matadi,Matadi,place,point,Congo (Kinshasa),Bas-Congo,-5.81661,13.450021,natural_earth_populated_places
Kananga,Kananga,place,point,Congo (Kinshasa),Kasaï-Occidental,-5.888096,22.398072,natural_earth_populated_places
Mbuji-Mayi,Mbuji-Mayi,place,point,Congo (Kinshasa),Kasaï-Oriental,-6.148081,23.59805,natural_earth_populated_places
Kalemie,Kalemie,place,point,Congo (Kinshasa),Katanga,-5.933296,29.200016,natural_earth_populated_places
Kolwezi,Kolwezi,place,point,Congo (Kinshasa),Katanga,-10.716724,25.47244,natural_earth_populated_places
Lubumbashi,Lubumbashi,place,point,Congo (Kinshasa),Katanga,-11.678079,27.478072,natural_earth_populated_places
Kinshasa,Kinshasa,place,point,Congo (Kinshasa),Kinshasa City,-4.327778,15.313026,natural_earth_populated_places
Kasongo,Kasongo,place,point,Congo (Kinshasa),Maniema,-4.450027,26.660016,natural_earth_populated_places
Butembo,Butembo,place,point,Congo (Kinshasa),Nord-Kivu,0.130004,29.280011,natural_earth_populated_places
Goma,Goma,place,point,Congo (Kinshasa),Nord-Kivu,-1.678799,29.221787,natural_earth_populated_places
Kisangani,Kisangani,place,point,Congo (Kinshasa),Orientale,0.520006,25.22,natural_earth_populated_places
Bumba,Bumba,place,point,Congo (Kinshasa),Équateur,2.189981,22.459962,natural_earth_populated_places
Mbandaka,Mbandaka,place,point,Congo (Kinshasa),Équateur,0.040035,18.260012,natural_earth_populated_places
Limón,Limón,place,point,Costa Rica,Limón,10.000021,-83.03334,natural_earth_populated_places
Puerto Limon,Limón,place,point,Costa Rica,Limón,10.000021,-83.03334,natural_earth_populated_places
San Jose,San José,place,point,Costa Rica,San José,9.936958,-84.085997,natural_earth_populated_places
San José,San José,place,point,Costa Rica,San José,9.936958,-84.085997,natural_earth_populated_places
Zagreb,Zagreb,place,point,Croatia,Grad Zagreb,45.800007,15.999995,natural_earth_populated_places
Havana,Havana,place,point,Cuba,Ciudad de la Habana,23.133905,-82.366128,natural_earth_populated_places
Santiago de Cuba,Santiago de Cuba,place,point,Cuba,Santiago de Cuba,20.025017,-75.821326,natural_earth_populated_places
Willemstad,Willemstad,place,point,Curacao,,12.20043,-69.019984,natural_earth_populated_places
Nicosia,Nicosia,place,point,Cyprus,,35.166677,33.366635,natural_earth_populated_places
Prague,Prague,place,point,Czechia,Prague,50.085283,14.464034,natural_earth_populated_places
Kobenhavn,København,place,point,Denmark,Hovedstaden,55.68051,12.56154,natural_earth_populated_places
København,København,place,point,Denmark,Hovedstaden,55.68051,12.56154,natural_earth_populated_places
Djibouti,Djibouti,place,point,Djibouti,Djibouti,11.595015,43.148002,natural_earth_populated_places
Roseau,Roseau,place,point,Dominica,Saint George,15.301016,-61.387013,natural_earth_populated_places
Santo Domingo,Santo Domingo,place,point,Dominican Republic,Distrito Nacional,18.472019,-69.902031,natural_earth_populated_places
Santiago,Santiago,place,point,Dominican Republic,Santiago,19.50001,-70.670012,natural_earth_populated_places
Dili,Dili,place,point,East Timor,Dili,-8.559388,125.579456,natural_earth_populated_places
Cuenca,Cuenca,place,point,Ecuador,Azuay,-2.899992,-78.999995,natural_earth_populated_places
Santa Cruz,Santa Cruz,place,point,Ecuador,Gal,-0.533315,-90.35,natural_earth_populated_places
Guayaquil,Guayaquil,place,point,Ecuador,Guayas,-2.218088,-79.921988,natural_earth_populated_places
Quito,Quito,place,point,Ecuador,Pichincha,-0.213042,-78.501997,natural_earth_populated_places
El Faiyum,El Faiyum,place,point,Egypt,Al Fayyum,29.310031,30.839967,natural_earth_populated_places
Alexandria,Alexandria,place,point,Egypt,Al Iskandariyah,31.201965,29.94805,natural_earth_populated_places
Cairo,Cairo,place,point,Egypt,Al Qahirah,30.051906,31.248022,natural_earth_populated_places
Suez,Suez,place,point,Egypt,As Suways,30.004976,32.549941,natural_earth_populated_places
Aswan,Aswan,place,point,Egypt,Aswan,24.087508,32.898912,natural_earth_populated_places
Asyut,Asyut,place,point,Egypt,Asyut,27.18998,31.179947,natural_earth_populated_places
Bur Said,Bur Said,place,point,Egypt,Bur Sa`id,31.25999,32.290008,natural_earth_populated_places
Luxor,Luxor,place,point,Egypt,Qina,25.700019,32.650038,natural_earth_populated_places
San Salvador,San Salvador,place,point,El Salvador,San Salvador,13.711948,-89.204987,natural_earth_populated_places
Malabo,Malabo,place,point,Equatorial Guinea,Bioko Norte,3.750015,8.783278,natural_earth_populated_places
Asmara,Asmara,place,point,Eritrea,Anseba,15.333339,38.933324,natural_earth_populated_places
Assab,Assab,place,point,Eritrea,Debubawi Keyih Bahri,13.010019,42.729991,natural_earth_populated_places
Tallinn,Tallinn,place,point,Estonia,Harju,59.433877,24.728041,natural_earth_populated_places
Addis Ababa,Addis Ababa,place,point,Ethiopia,Addis Ababa,9.035256,38.698059,natural_earth_populated_places
Bahir Dar,Bahir Dar,place,point,Ethiopia,Amhara,11.600053,37.383289,natural_earth_populated_places
Gondar,Gondar,place,point,Ethiopia,Amhara,12.610043,37.460028,natural_earth_populated_places
Gonder,Gondar,place,point,Ethiopia,Amhara,12.610043,37.460028,natural_earth_populated_places
Dire Dawa,Dire Dawa,place,point,Ethiopia,Dire Dawa,9.589995,41.860018,natural_earth_populated_places
Mekele,Mekele,place,point,Ethiopia,Tigray,13.499989,39.469983,natural_earth_populated_places
Stanley,Stanley,place,point,Falkland Islands,,-51.700011,-57.849968,natural_earth_populated_places
Palikir,Palikir,place,point,Federated States of Micronesia,,6.916644,158.149974,natural_earth_populated_places
Suva,Suva,place,point,Fiji,Central,-18.133016,178.441707,natural_earth_populated_places
Rovaniemi,Rovaniemi,place,point,Finland,Lapland,66.500035,25.715939,natural_earth_populated_places
Tampere,Tampere,place,point,Finland,Pirkanmaa,61.500005,23.750013,natural_earth_populated_places
Helsinki,Helsinki,place,point,Finland,Southern Finland,60.177509,24.932181,natural_earth_populated_places
Vaasa,Vaasa,place,point,Finland,Western Finland,63.099984,21.600015,natural_earth_populated_places
Strasbourg,Strasbourg,place,point,France,Alsace,48.579966,7.750007,natural_earth_populated_places
Bordeaux,Bordeaux,place,point,France,Aquitaine,44.851959,-0.596959,natural_earth_populated_places
Clermont-Ferrand,Clermont-Ferrand,place,point,France,Auvergne,45.779982,3.080008,natural_earth_populated_places
Caen,Caen,place,point,France,Basse-Normandie,49.183754,-0.349989,natural_earth_populated_places
Dijon,Dijon,place,point,France,Bourgogne,47.330404,5.030018,natural_earth_populated_places
Rennes,Rennes,place,point,France,Bretagne,48.100021,-1.670012,natural_earth_populated_places
Orleans,Orléans,place,point,France,Centre,47.900421,1.900028,natural_earth_populated_places
Orléans,Orléans,place,point,France,Centre,47.900421,1.900028,natural_earth_populated_places
Reims,Reims,place,point,France,Champagne-Ardenne,49.25039,4.029976,natural_earth_populated_places
Ajaccio,Ajaccio,place,point,France,Corse,41.927065,8.728294,natural_earth_populated_places
Besancon,Besançon,place,point,France,Franche-Comté,47.229997,6.030009,natural_earth_populated_places
Besançon,Besançon,place,point,France,Franche-Comté,47.229997,6.030009,natural_earth_populated_places
Basse-terre,Basse-terre,place,point,France,Guadeloupe,16.01041,-61.705484,natural_earth_populated_places
Cayenne,Cayenne,place,point,France,Guinaa,4.932992,-52.330021,natural_earth_populated_places
Saint-Laurent-du-Maroni,Saint-Laurent-du-Maroni,place,point,France,Guinaa,5.497624,-54.032535,natural_earth_populated_places
Le Havre,Le Havre,place,point,France,Haute-Normandie,49.504974,0.10497,natural_earth_populated_places
Rouen,Rouen,place,point,France,Haute-Normandie,49.430405,1.079975,natural_earth_populated_places
St.-Denis,St.-Denis,place,point,France,La Réunion,-20.878895,55.448078,natural_earth_populated_places
Montpellier,Montpellier,place,point,France,Languedoc-Roussillon,43.610399,3.869986,natural_earth_populated_places
Limoges,Limoges,place,point,France,Limousin,45.829979,1.249991,natural_earth_populated_places
Nancy,Nancy,place,point,France,Lorraine,48.683681,6.200024,natural_earth_populated_places
Fort-de-France,Fort-de-France,place,point,France,Martinique,14.610412,-61.080029,natural_earth_populated_places
Toulouse,Toulouse,place,point,France,Midi-Pyrénées,43.621905,1.447981,natural_earth_populated_places
Lille,Lille,place,point,France,Nord-Pas-de-Calais,50.651915,3.078062,natural_earth_populated_places
Nantes,Nantes,place,point,France,Pays de la Loire,47.210386,-1.590017,natural_earth_populated_places
Amiens,Amiens,place,point,France,Picardie,49.900377,2.300004,natural_earth_populated_places
Poitier,Poitier,place,point,France,Poitou-Charentes,46.583292,0.333277,natural_earth_populated_places
Marseille,Marseille,place,point,France,Provence-Alpes-Côte-d'Azur,43.291925,5.373064,natural_earth_populated_places
Lyon,Lyon,place,point,France,Rhône-Alpes,45.771954,4.828085,natural_earth_populated_places
Paris,Paris,place,point,France,Île-de-France,48.868639,2.33139,natural_earth_populated_places
Papeete,Papeete,place,point,French Polynesia,,-17.533363,-149.566669,natural_earth_populated_places
Libreville,Libreville,place,point,Gabon,Estuaire,0.385389,9.457965,natural_earth_populated_places
Franceville,Franceville,place,point,Gabon,Haut-Ogooué,-1.6333,13.583295,natural_earth_populated_places
Port-Gentil,Port-Gentil,place,point,Gabon,Ogooué-Maritime,-0.720022,8.780022,natural_earth_populated_places
Sukhumi,Sukhumi,place,point,Georgia,Abkhazia,43.020021,41.020018,natural_earth_populated_places
Batumi,Batumi,place,point,Georgia,Ajaria,41.600005,41.630007,natural_earth_populated_places
Tbilisi,Tbilisi,place,point,Georgia,Tbilisi,41.726956,44.78885,natural_earth_populated_places
Munich,Munich,place,point,Germany,Bayern,48.131888,11.573048,natural_earth_populated_places
Berlin,Berlin,place,point,Germany,Berlin,52.523765,13.399603,natural_earth_populated_places
Hamburg,Hamburg,place,point,Germany,Hamburg,53.551971,9.998053,natural_earth_populated_places
Frankfurt,Frankfurt,place,point,Germany,Hessen,50.099977,8.675015,natural_earth_populated_places
Dresden,Dresden,place,point,Germany,Sachsen,51.049971,13.750003,natural_earth_populated_places
Accra,Accra,place,point,Ghana,Greater Accra,5.551981,-0.218662,natural_earth_populated_places
Gibraltar,Gibraltar,place,point,Gibraltar,Gibraltar,36.132435,-5.378075,natural_earth_populated_places
Athens,Athens,place,point,Greece,Attiki,37.985272,23.731375,natural_earth_populated_places
Thessaloniki,Thessaloniki,place,point,Greece,Kentriki Makedonia,40.698052,22.883055,natural_earth_populated_places
Narsarsuaq,Narsarsuaq,place,point,Greenland,Kommune Kujalleq,61.166588,-45.416618,natural_earth_populated_places
Nuuk,Nuuk,place,point,Greenland,Kommuneqarfik Sermersooq,64.198282,-51.732659,natural_earth_populated_places
Qaanaaq,Qaanaaq,place,point,Greenland,Qaasuitsup Kommunia,77.483473,-69.332239,natural_earth_populated_places
Upernavik,Upernavik,place,point,Greenland,Qaasuitsup Kommunia,72.709367,-56.141675,natural_earth_populated_places
Sisimiut,Sisimiut,place,point,Greenland,Qeqqata Kommunia,66.950008,-53.666606,natural_earth_populated_places
Saint George's,Saint George's,place,point,Grenada,,12.052633,-61.741643,natural_earth_populated_places
Agana,Agana,place,point,Guam,,13.470016,144.750017,natural_earth_populated_places
Guatemala,Guatemala City,place,point,Guatemala,Guatemala,14.623081,-90.528911,natural_earth_populated_places
Guatemala City,Guatemala City,place,point,Guatemala,Guatemala,14.623081,-90.528911,natural_earth_populated_places
Quetzaltenango,Quetzaltenango,place,point,Guatemala,Quezaltenango,14.829959,-91.520006,natural_earth_populated_places
Conakry,Conakry,place,point,Guinea,Conakry,9.533469,-13.682181,natural_earth_populated_places
Kankan,Kankan,place,point,Guinea,Kankan,10.389998,-9.310011,natural_earth_populated_places
Nzerekore,Nzérékoré,place,point,Guinea,Nzerekore,7.760003,-8.829988,natural_earth_populated_places
Nzérékoré,Nzérékoré,place,point,Guinea,Nzerekore,7.760003,-8.829988,natural_earth_populated_places
Bissau,Bissau,place,point,Guinea Bissau,Bissau,11.865024,-15.598361,natural_earth_populated_places
Georgetown,Georgetown,place,point,Guyana,East Berbice-Corentyne,6.801974,-58.167029,natural_earth_populated_places
Port-au-Prince,Port-au-Prince,place,point,Haiti,Ouest,18.542971,-72.33798,natural_earth_populated_places
Tegucigalpa,Tegucigalpa,place,point,Honduras,Francisco Morazán,14.103991,-87.219475,natural_earth_populated_places
Hong Kong,Hong Kong,place,point,Hong Kong S.A.R.,,22.306927,114.183064,natural_earth_populated_places
Budapest,Budapest,place,point,Hungary,Budapest,47.501952,19.081375,natural_earth_populated_places
Reykjavik,Reykjavík,place,point,Iceland,Suðurnes,64.150024,-21.950015,natural_earth_populated_places
Reykjavík,Reykjavík,place,point,Iceland,Suðurnes,64.150024,-21.950015,natural_earth_populated_places
Amaravati,Amaravati,place,point,India,Andhra Pradesh,16.533658,80.52432,natural_earth_populated_places
Vijayawada,Vijayawada,place,point,India,Andhra Pradesh,16.521905,80.628057,natural_earth_populated_places
Vishakhapatnam,Vishakhapatnam,place,point,India,Andhra Pradesh,17.731961,83.303036,natural_earth_populated_places
Dispur,Dispur,place,point,India,Assam,26.144023,91.766636,natural_earth_populated_places
Guwahati,Guwahati,place,point,India,Assam,26.161963,91.768049,natural_earth_populated_places
Bhagalpur,Bhagalpur,place,point,India,Bihar,25.229996,86.980003,natural_earth_populated_places
Patna,Patna,place,point,India,Bihar,25.626905,85.128093,natural_earth_populated_places
Chandigarh,Chandigarh,place,point,India,Chandigarh,30.721943,76.77806,natural_earth_populated_places
